Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Jr Data Scientist,$70K - $120K (Glassdoor est.),"DLA Piper is an equal opportunity employer. All applicants will be treated without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, military or veteran status, gender identity, or any other factor protected by law. Job applicant poster viewing center.

DLA Piper LLP (US) has implemented a mandatory COVID vaccine policy, and this position may require in-office presence. Request for reasonable accommodations may be considered in accordance with applicable laws.",4.0,"DLA Piper
4.0","New York, NY",5001 to 10000 Employees,2005,Company - Private,Legal,Accounting & Legal,$2 to $5 billion (USD)
"Associate, Data Science",$70K - $120K (Glassdoor est.),"Description
About this role
BlackRock is a global leader in investment management, risk management and advisory services for institutional and retail clients. BlackRock helps clients around the world meet their goals and overcome challenges with a range of products that include separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles! BlackRock also offers risk management, advisory and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. BlackRock currently has more than $6.4 trillion AUM and approximately 15,000 employees in more than 30 countries and a major presence in global markets!



BlackRock will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance law.",4.1,"BlackRock
4.1","New York, NY",10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Staff Data Scientist,$70K - $120K (Glassdoor est.),"Your Job
The Monetization team’s mission is to ensure that employers can easily and effectively get the word out about their jobs and connect what Indeed delivers to the amount employers pay. Your job will be to build cutting-edge machine learning models and the infrastructure required to support their deployment at scale. You’ll work closely with other data scientists, engineers, and product managers embedded on our cross-functional team to build the tools that support our backend and frontend systems.

Preferred Qualifications
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",4.4,"Indeed
4.4","Austin, TX",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Image Data Scientist,$70K - $120K (Glassdoor est.),"Required Qualifications
Master’s Degree in Computer Science, Computer Engineering, Data Science or equivalent with one or more years of research training
Demonstrated ability to apply basic signal processing methods (e.g., noise, Fourier-based processing) or training in signal processing (e.g., course work, workshop)
A high degree of accountability and independence
Evidence of excellent communication skills in the form of instructional videos, written manuals, etc.
Demonstrated ability to work on a number of projects simultaneously",4.3,"University of Minnesota
4.3","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Data Scientist,$70K - $120K (Glassdoor est.),"Mission
Empower everyone to live a long, full and optimal life by redefining the future of heart health.
1 in 3 humans die of heart disease - it's time to change that.
We're designing heart health from the ground up so that humans can live fuller lives. We're building technology to accelerate recovery after a cardiac event. And we're optimizing health stacks to realize preventive and aspirational goals.
Recora is redefining the future of heart health — we invite you to join us on this mission.",-1,"Recora, Inc","New York, NY",-1,-1,-1,-1,-1,-1
"Data Scientist, Engineering Analytics",$70K - $120K (Glassdoor est.),"United States, Georgia, Atlanta
TechOps
02-Mar-2022
Ref #: 13235 How you'll help us Keep Climbing (overview & key responsibilities)
The Data Scientist, Engineering Analytics will help advance the engineering and maintenance organization through the application of innovative and robust analytical solutions aimed at deriving insights from complex aircraft mechanical performance data. Analyses may include cross-skill partnerships for the development of risk metrics, predictive maintenance solutions, and aircraft performance alerts.
An appropriate candidate will have hands-on experience in machine learning, statistical analysis, and data storytelling. The candidate should also have good organizational and communication skills.


Develop machine learning models and advanced analytics solutions for complex business problems in the engineering, predictive maintenance, and aircraft reliability space
Learn appropriate selection, utilization, and interpretation of advanced analytics methodologies
Learn new techniques within cloud-based platforms
Seek further knowledge on key developments within data science and related fields
Clearly communicate impacts of the recommended analytics solution to business partners to drive adoption and implementation

What you need to succeed (minimum qualifications)

Master's degree in Data Science, Statistics, Mathematics, Operations Research, Computer Science, or equivalent combination of education and experience
1+ years of work experience in advanced analytics, data science, or business intelligence
Proficiency in working with relational databases (SQL)
Proficiency in Machine Learning techniques (Python, SciKit Learn, or other machine learning platform); experience with AWS ML stack preferred
Good written, oral communication, and interpersonal skills
Good project management, organizational, and prioritization skills
Embraces diverse people, thinking and styles
Consistently makes safety and security, of self and others, the priority
Must be performing satisfactorily in present position
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc. What will give you a competitive edge (preferred qualifications) * < Go back",4.4,"Delta
4.4","Atlanta, GA",10000+ Employees,1928,Company - Public,Airlines,Travel & Tourism,$10+ billion (USD)
"Applied Scientist, AdTech",$70K - $120K (Glassdoor est.),"About the Job
Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.
Our applied science group makes it easy for users to access informative contents while helping advertisers reach a wide range of audiences. We aim to set new standards for enabling effective advertising while protecting user privacy.
We are looking for aspiring and ambitious applied scientists who can thrive in a fast-pacing agile environment and work cross functionally across teams in the company. Our group is developing the next generation of ad technology that redefines the whole industry. This position involves working with massive data and building data-driven products that support metrics, experimentation, ads delivery and measurement with high user privacy guarantees in place.",4.4,"Zoom Video Communications, Inc.
4.4","San Francisco, CA",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Data Scientist,$70K - $120K (Glassdoor est.),"Data Scientist
Job Number:
3200274
POSTING DATE: Feb 8, 2022
PRIMARY LOCATION: Americas-United States of America-New York-New York
EDUCATION LEVEL: Bachelor's Degree
JOB: Audit
EMPLOYMENT TYPE: Full Time
JOB LEVEL: Senior Manager
DESCRIPTION",4.0,"Morgan Stanley
4.0","New York, NY",10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
"Data Scientist I, Neuroscience",$70K - $120K (Glassdoor est.),"Security This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record information

Salary Salary Negotiable

Experience and Education M.S. in Computer Science, Bioinformatics, (Bio)mathematics, (Bio)statistics, Physics, Electrical Engineering, or related field OR B.S. with demonstrated experience in broadly defined areas of bioinformatics. 0 - 2 years post-graduation experience in data analysis and/or scientific software development.

Job Duties 1. Analyzes and develops formalisms, algorithms and software for applications in biomedical research.
2. Develops and maintains software tools and infrastructure for resolving specific problems.
3. Assists in the development, testing and revision of programs in a team with diverse bioinformatics expertise.

Performs other duties as assigned.
UT Southwestern Medical Center is committed to an educational and working environment that provides equal opportunity to all members of the University community. In accordance with federal and state law, the University prohibits unlawful discrimination, including harassment, on the basis of: race; color; religion; national origin; sex; including sexual harassment; age; disability; genetic information; citizenship status; and protected veteran status. In addition, it is UT Southwestern policy to prohibit discrimination on the basis of sexual orientation, gender identity, or gender expression.",4.0,"UT Southwestern
4.0","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Scientist,$70K - $120K (Glassdoor est.),"Job Summary:
The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. This position gains experience in various areas including, but not limited to: predictive modeling; personalization and recommendation algorithms; natural language processing and text mining; search recall, precision, ranking, and related problems; optimization and mathematical programming with applications in labor scheduling, inventory and capacity planning, network flows, and supply chain optimization.
Key Responsibilities:
Mines and extracts data and applies statistics and algorithms necessary to derive insights for Lowe's and Lowe's Digital






Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.",3.5,"Lowe's
3.5","Charlotte, NC",1001 to 5000 Employees,1921,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
Data Scientist,$70K - $120K (Glassdoor est.),"Data Scientist
About Us:
Trusted Media Brands is a leading global media company media company that reaches hundreds of millions of consumers via our dynamic portfolio of media properties. We offer best-in-class insights and data-driven marketing solutions that reach engaged communities across food, home, lifestyle and wellness content; and now following our August 2021 acquisition of Jukin Media, a leading digital entertainment company, we also engage audiences across the pets, humor, and active lifestyle verticals. In all we reach nearly 60 million people in the US, and we deliver more than two billion minutes of monthly video viewership across streaming TV and social media. See what’s new at FailArmy, Taste of Home, The Pet Collective, Family Handyman, People Are Awesome, Reader’s Digest, The Healthy and Birds and Blooms.",3.6,"Trusted Media Brands
3.6","New York, NY",201 to 500 Employees,1920,Company - Private,Publishing,Media,$100 to $500 million (USD)
Mathematical Statistician,$70K - $120K (Glassdoor est.),"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.
Clarification from the agency",4.2,"US Bureau of Labor Statistics
4.2","Salt Lake City, UT",1001 to 5000 Employees,1913,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist - IS Clinical Research,$70K - $120K (Glassdoor est.),"The Keck Medical Center of USC seeks a Data Scientist to derive insights from the vast amounts of patient and environmental data available within our data warehouse. To achieve this goal, novel and creative machine learning and statistical analyses are needed. The incumbent will work closely with USC researcher teams to design analysis specifications, including input data specifications, data cleaning, algorithms, and interpretation of results. The incumbent will develop and implement algorithms on existing data warehouse records and may nominate new external data sources to be ingested to the data warehouse to strengthen analyses. Analyses will address a wide variety of clinical and research outcomes. The incumbent will research and implement state-of-the-art AI algorithms, apply off-the-shelf AI and data-centric tools, and collect, store, and maintain data. The successful candidate will have demonstrated competence in developing highly scalable artificial intelligence systems with multiple dependencies across teams.

Minimum Education: o BS in computer science, artificial intelligence, informatics, or closely related field. o MS preferred. Minimum Experience/Knowledge: • At least 2-5 years’ experience collecting, validating, and analyzing data. Must be able to manipulate data and summarize results. • Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. • Excellent organizational skills and attention to detail. • Proficient Computer skills, including MS Office, Outlook, Word, Excel. • Basic Qualifications: Proven experience with:  Artificial intelligence and machine learning  Advanced analytics and business intelligence  Python programming  R, SQL and other DBMS • Additional Qualifications: Proven experience with:  Clinical informatics and healthcare data  Technical writing  Jupyter notebooks  SAS, Stata, SPSS  AWS environment and tools  Sagemaker, TensorFlow, Kafka  Spark, Hadoop Required License/Certification: • LA City Fire and Safety Certification. If no certification upon hire, must be obtained within 30 days of hire and maintained by renewal before expiration date.",4.1,"Keck Medical Center of USC
4.1","Los Angeles, CA",5001 to 10000 Employees,1885,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Quantitative Researcher,$70K - $120K (Glassdoor est.),"Company description
Orsus Research is a Quantitative Investment Firm that selects securities based on quantitative analysis. We employ computer-based models and machine learning techniques to determine when an investment is attractive. We use proprietary models designed to measure and control various forms of risk while employing dynamic investment portfolios.
Job description
Quantitative Researcher
Orsus Research is seeking extraordinary Quantitative Researchers to join our portfolio management team. This position is responsible for developing and maintaining applications and utilities that facilitate research and trading strategies.",-1,Orsus Research,"New York, NY",-1,-1,-1,-1,-1,-1
Data & Applied Scientist,$93K - $168K (Glassdoor est.),"Azure Edge + Platform brings together Edge platforms, devices, and services to deliver Edge solutions, operating systems, and engineering systems. Driven by its customers’ needs, Azure Edge + Platform seeks to accelerate growth for Azure, E&D, and Microsoft’s customers worldwide.
The organization’s portfolio spans the Cloud Edge Stack, Azure Engineering Systems, Azure Media Services - for end-to-end media workflow and analytics - and Microsoft’s Operating Systems including the Azure Host OS and Windows. This portfolio impressively powers the world with more than one billion monthly active devices.
We are part of Azure fundamental team, focusing on improving Azure quality. our team focuses on leveraging machine learning, Big data, and distributed system to help our customers to prevent any quality degradation for their products during the software development lifecycle. Our big data analytics and ML platform processes multiple terabytes of data per day, and worked with our partners or customers to migrate any potential quality degradation.",4.4,"Microsoft
4.4","Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$93K - $168K (Glassdoor est.),"The Marketing Science Research, Creative Shop team is a quantitative research group focused on measuring the value and effectiveness of creative in advertising. The team designs and conducts research studies and leverages and develops new data sources to understand how people respond to creative content on digital platforms. The results are used to guide internal teams and are published as guidance and thought-leadership for the global advertising industry. This team helps develop world-class marketing strategies for both the world's largest advertisers and the millions of small businesses that use our platforms. In this role you will pair your analytical skills with Meta’s unique data set to understand the role of creative in advertising. We seek an expert in data science, research methods, and developing working systems to support research. The ideal candidate will have a strong knowledge of statistical methods and machine learning, is focused on results, is self-motivated, and has a history of solving problems with data-driven solutions. You will work closely with our global Creative Strategists to inform scalable strategies for creative development that achieve our clients’ business objectives. You will partner with teams in all major global markets, working to develop region-specific understanding when required. You’re a doer, who loves to ship ideas that will impact businesses of all shapes and sizes on Facebook, Instagram, Messenger, and WhatsApp.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.3,"Meta
4.3",Remote,10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
Sr Geospatial Data Scientist,$93K - $168K (Glassdoor est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone.
At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation.
That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here.",3.5,"Allstate
3.5","Northbrook, IL",10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
Data Scientist,$93K - $168K (Glassdoor est.),"What is the opportunity?
As a Data Scientist, you will analyze, design and implement data science solutions using RBC’s enterprise suite of analytics tools. You will analyze data using statistical, machine learning, and analytics techniques to solve complex problems, discover insights and identify business opportunities. Additionally, you will select appropriate statistical and machine learning models to test business hypotheses and explore data to identify unforeseen insights. You will also prepare and integrate large and varied datasets and implement statistical and machine learning models using Python, and you will deploy production-scale solutions using the Big Data Ecosystem, transforming statistical and machine learning models from single node architecture to parallel processing grid technology.",4.0,"RBC
4.0","Orlando, FL",10000+ Employees,1869,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Scientist (100% Remote),$93K - $168K (Glassdoor est.),"Overview

Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands (American Home Shield, HSA, Landmark and OneGuard) and an expanding portfolio of home services. Frontdoor serves more than two million customers across the U.S. through a network of 16,000 pre-qualified contractor firms that employ over 45,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unplanned breakdowns of essential home systems and appliances. With more than 45 years of experience, the company responds to over four million service requests annually (or one request every eight seconds). For more details, visit frontdoorhome.com.

Responsibilities

Process massive amounts of structured and unstructured data.

Build advanced supervised and unsupervised machine learning models for batch and real-time applications.

Research new machine learning solutions to complex business problems.

Develop and deploy models in production using Python.

Run A/B test experiments and analyze results.

Communicate findings to non-technical audience.

Stay current with new tools and techniques in the literature.

Qualifications

Masters in Computer Science, Engineering, Statistics, or related field (PhD preferred)

Excellent communication skills.

Strong background in machine learning and statistics.

Solid foundation in data structures and algorithms.

Proficiency in Python for numerical/statistical programming (including Numpy, Pandas, and Scikit-learn).

Ability to write complex SQL queries.

Experience training deep neural networks.

Experience with natural language processing.

4 or more years of industry experience building ML and statistical models.

Need help finding the right job?

We can recommend jobs specifically for you!

Job Locations US-CO-Denver | US-MN-St. Paul | US-WA-Olympia | US-TX-Austin | US-AZ-Phoenix | US-TX-Dallas

ID 2021-2308

Category Engineering

Type Full Time

Company AHS American Home Shield Corp",3.2,"Frontdoor
3.2","Phoenix, AZ",1001 to 5000 Employees,2018,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
"Data Scientist, Product and Engineering",$93K - $168K (Glassdoor est.),"About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Nike, Airbnb, Slack, Samsung and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.",4.8,"Notion
4.8","New York, NY",201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist – Machine Learning Engineering,$93K - $168K (Glassdoor est.),"Overview
Plentina is an early-stage fintech startup on a mission to serve the world’s emerging middle class with access to affordable credit. There are 4B underbanked people in the world, most of whom are in emerging markets that lack a viable credit infrastructure. We’re building new approaches to unlocking creditworthiness at scale for the world’s unbanked. Plentina was founded by two Stanford graduates that are alums of tech and finance giants including Google, NASA, Bridgewater Associates, and Charles Schwab.
The team is a group of passionate individuals striving to unlock the potential for emerging markets by providing access to finance through a collection of diverse skill sets working together to provide customers value.",-1,Plentina,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$93K - $168K (Glassdoor est.),"WHO WE ARE: Founded in 1936, CR has a mission to create a fair and just marketplace for all. Widely known for our rigorous research and testing of products and services, we also survey millions of consumers each year, report extensively on marketplace issues, and advocate for consumer rights and protections around safety, digital rights, financial fairness, and sustainability. CR is independent and nonprofit.
THE OPPORTUNITY: The Data Scientist will be responsible for supporting data and analytics-driven decision making at Consumer Reports. Will provide new insights and recommendations through the use of advanced statistical analysis, data mining, and data visualization techniques. He/she will leverage and synthesize data from internal and external sources in order to enhance the organization’s understanding of its subscriber and non-subscriber segment’s propensities, outcomes, and decision
points.",3.4,"Consumer Reports
3.4","Yonkers, NY",201 to 500 Employees,-1,-1,-1,-1,-1
Data Scientist (All Levels),$93K - $168K (Glassdoor est.),"Overview:
BigBear.ai is seeking Data Scientists of all levels for analytics, modeling, visualization and machine learning projects. This position will support our Cyber and Engineering Division.
What you will do:
Work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. Explore data from various sources, discover patterns and previously hidden insights to address business problems, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help senior leadership make informed decisions. Provide your customer with a deep understanding of their data, what it all means, and how they can use it.

What you need to have:
What we'd like you to have:

About BigBear.ai:",4.5,"Bigbear.ai
4.5","Columbia, MD",501 to 1000 Employees,2020,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$93K - $168K (Glassdoor est.),"We are looking for a Senior Data Scientist to join our newly created Data & Intelligence team in the DMED Technology’s Content Platforms group.

The data scientist will join a team of engineers and product managers to deliver the world’s most innovative, automated, and technologically advanced content platform through the integration of predictive models and analytical insight.

The core contributions of the Senior Data Scientist will consist of technically define problems gathered from stakeholders, define experimentation setups, research data driven solutions to the problems identified, provide technical mentorship to other data scientists and communicate results to stakeholders.








M.S. degree in the fields of Economics, Analytics, Mathematics, Computer Science, Statistics, Machine Learning, or other quantitative fields


Ph.D. in the fields of Economics, Analytics, Mathematics, Computer Science, Statistics, Machine Learning, or other quantitative fields",3.6,"Disney Media & Entertainment Distribution
4.0","Burbank, CA",10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
Data Scientist (Remote),$93K - $168K (Glassdoor est.),"No Relocation Assistance Offered
# 124428 - New York, New York, United States
Hill's Pet Nutrition is looking for a Data Scientist to become part of the team!

Do you want to make a difference in the lives of people and their pets? What about having the opportunity to connect with others across the world, full of stimulating discussions, and making impactful contributions? If this is how you see your career, Hill’s is the place to be!
Hill’s Pet Nutrition is a $2.3 Billion, global division of Colgate-Palmolive Company and the maker of Prescription Diet, Science Diet, and Healthy Advantage brand pet food. Our mission is to help enrich and lengthen the special relationships between people and their pets by providing the best groundbreaking pet nutrition technology, products, and expertise to pet owners, veterinary professionals and other key pet professionals worldwide. Our company is a globally recognized Best Place to Work.",4.1,"Hill's Pet Nutrition
4.1","New York, NY",1001 to 5000 Employees,1907,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Scientist,$93K - $168K (Glassdoor est.),"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses











CVS Health requires its Colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, or religious belief that prevents them from being vaccinated.

If you are vaccinated, you are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status within the first 10 days of your employment. For the two COVID-19 shot regimen, you will be required to provide proof of your second COVID-19 shot within the first 45 days of your employment. In some states and roles, you may be required to provide proof of full vaccination before you can begin to actively work. Failure to provide timely proof of your COVID-19 vaccination status will result in the termination of your employment with CVS Health.

If you are unable to be fully vaccinated due to disability, medical condition, or religious belief, you will be required to apply for a reasonable accommodation within the first 10 days of your employment in order to remain employed with CVS Health. As a part of this process, you will be required to provide information or documentation about the reason you cannot be vaccinated. In some states and roles, you may be required to have an approved reasonable accommodation before you can begin to actively work. If your request for an accommodation is not approved, then your employment may be terminated.







Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health
Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver.

Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable.
We strive to promote and sustain a culture of diversity, inclusion and belonging every day.
CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law.",3.0,"CVS Health
3.0","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data Scientist III,$93K - $168K (Glassdoor est.),"At MetaBank, we take tremendous pride in our mission to create financial inclusion for all. We are a financial enablement company who works with innovators to increase financial availability, choice, and opportunity for all. We strive to remove barriers that traditional institutions put in the way of financial access, and promote economic mobility by providing responsible, secure, high quality financial products that contribute to the social benefit of communities at the core of the real economy.

We are a team of problem solvers and innovators who celebrate our differences and know that our unique perspectives make us stronger and well-positioned for success. We celebrate, and embrace, our team members through our approach, and we believe that we are strongest when we embrace the voices of our employees, customers, partners, and the communities we serve.",3.4,"MetaBank, N.A.
3.4","Sioux Falls, SD",1001 to 5000 Employees,1954,Company - Public,Banks & Credit Unions,Finance,$100 to $500 million (USD)
"Associate, Data Science",$93K - $168K (Glassdoor est.),"Description
About this role
BlackRock is a global leader in investment management, risk management and advisory services for institutional and retail clients. BlackRock helps clients around the world meet their goals and overcome challenges with a range of products that include separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles! BlackRock also offers risk management, advisory and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. BlackRock currently has more than $6.4 trillion AUM and approximately 15,000 employees in more than 30 countries and a major presence in global markets!



BlackRock will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance law.",4.1,"BlackRock
4.1","New York, NY",10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Scientist,$93K - $168K (Glassdoor est.),"Working at MIT offers opportunities, an environment, a culture – and benefits – that just aren’t found together anywhere else. We value diversity and strongly encourage applications from individuals from all identities and backgrounds, like yours. If you’re motivated, want to be part of a unique, multicultural, collaborative, and inclusive community, and help shape the future – then take a look at this opportunity.
Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.

DATA SCIENTIST, Resource Development, to play a leading role in providing analysis to inform and advance MIT's fundraising mission. Will produce analytic models grounded in statistical disciplines to provide insight on organizational priorities, develop strategies to operationalize discoveries to improve upon business practices, and design creative ways to analyze and transform small and limited data to expand understanding of donors and MIT's fundraising effectiveness.",4.5,"MIT
4.5","Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
"Applied Scientist, AdTech",$93K - $168K (Glassdoor est.),"About the Job
Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.
Our applied science group makes it easy for users to access informative contents while helping advertisers reach a wide range of audiences. We aim to set new standards for enabling effective advertising while protecting user privacy.
We are looking for aspiring and ambitious applied scientists who can thrive in a fast-pacing agile environment and work cross functionally across teams in the company. Our group is developing the next generation of ad technology that redefines the whole industry. This position involves working with massive data and building data-driven products that support metrics, experimentation, ads delivery and measurement with high user privacy guarantees in place.",4.4,"Zoom Video Communications, Inc.
4.4","San Francisco, CA",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
Image Data Scientist,$93K - $168K (Glassdoor est.),"Required Qualifications
Master’s Degree in Computer Science, Computer Engineering, Data Science or equivalent with one or more years of research training
Demonstrated ability to apply basic signal processing methods (e.g., noise, Fourier-based processing) or training in signal processing (e.g., course work, workshop)
A high degree of accountability and independence
Evidence of excellent communication skills in the form of instructional videos, written manuals, etc.
Demonstrated ability to work on a number of projects simultaneously",4.3,"University of Minnesota
4.3","Minneapolis, MN",10000+ Employees,1851,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
Data Scientist II - Loyalty,$93K - $168K (Glassdoor est.),"JOB DESCRIPTION
You're an original. So are we.
We're a company of people who like to forge our own path. We invented the blue jean in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.
Today, within the Global Data, Analytics & AI organization, we are forging a new path for the Fashion Tech industry. We are taking one of the world’s most iconic brands into the next century: from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, building algorithms to better meet the needs of our consumers online and in store, optimizing our supply chain, and so much more! We operate like a “startup with assets”: building exciting solutions that impact our business across the globe while at the same time be part of a larger, across-continents, data science community.

Remote - USA
Full time",4.1,"Levi Strauss & Co.
4.1",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
